word,ipa,cv,cv_2,freq
ঘর,gʰ ɔ r,cvc,cvc,4
শুনতে,ʃ u n . t̪ e,cvc.cv,cvc.cv,4
মিনিট,m i . n i t,cv.cvc,cv.cvc,4
এভাবে,e . bʰ a . b e,v.cv.cv,v.cv.cv,4
ওই,o i̯,vv,v,4
খুলে,kʰ u . l e,cv.cv,cv.cv,4
দেখাই,d̪ æ . kʰ a i̯,cv.cvv,cv.cv,4
নামে,n a . m e,cv.cv,cv.cv,4
কোথায়,k o . t̪ʰ a ʲ,cv.cvc,cv.cvc,4
দেয়,d̪ e ʲ,cvc,cvc,4
সমস্ত,ʃ ɔ . m o s . t̪ o,cv.cvc.cv,cv.cvc.cv,4
ভাবতেই,bʰ a b . t̪ e i̯,cvc.cvv,cvc.cv,4
ভালোভাবে,bʰ a . l o . bʰ a . b e,cv.cv.cv.cv,cv.cv.cv.cv,4
বৃষ্টিতে,b r i ʃ . t i . t̪ e,ccvc.cv.cv,ccvc.cv.cv,4
বোনকে,b o n . k e,cvc.cv,cvc.cv,4
খেলা,kʰ æ . l a,cv.cv,cv.cv,4
রাস্তার,r a s . t̪ a r,cvc.cvc,cvc.cvc,4
ডেকে,d e . k e,cv.cv,cv.cv,4
কোটি,k o . t i,cv.cv,cv.cv,4
যাব,ɟ a . b o,cv.cv,cv.cv,4
হাসি,h a . ʃ i,cv.cv,cv.cv,4
মেয়েরা,m e . ʲ e . r a,cv.cv.cv,cv.cv.cv,4
এখনই,æ . kʰ o n . i,v.cvc.v,v.cvc.v,4
চল,c ɔ l,cvc,cvc,4
বাঁধের,b ã . d̪ʰ e r,cv.cvc,cv.cvc,4
কলা,k ɔ . l a,cv.cv,cv.cv,4
সেখানে,ʃ e . kʰ a . n e,cv.cv.cv,cv.cv.cv,4
পালন,p a . l o n,cv.cvc,cv.cvc,4
দেরি,d̪ e . r i,cv.cv,cv.cv,4
চলছে,c o l . cʰ e,cvc.cv,cvc.cv,4
আলো,a . l o,v.cv,v.cv,4
হাঁটতে,h ã t . t̪ e,cvc.cv,cvc.cv,4
নিবেন,n i . b e n,cv.cvc,cv.cvc,4
তে,t̪ e,cv,cv,4
পনেরো,p o . n e . r o,cv.cv.cv,cv.cv.cv,4
ইত্যাদি,i t̪ . t̪ a . d̪ i,vc.cv.cv,vc.cv.cv,4
ঘরের,gʰ ɔ r . e r,cvc.vc,cvc.vc,4
এদের,e . d̪ e r,v.cvc,v.cvc,4
দাবী,d̪ a . b i,cv.cv,cv.cv,4
চোখের,c o . kʰ e r,cv.cvc,cv.cvc,4
থাকা,t̪ʰ a . k a,cv.cv,cv.cv,4
পাশেই,p a . ʃ e i̯,cv.cvv,cv.cv,4
বাজার,b a . ɟ a r,cv.cvc,cv.cvc,4
ওপাশ,o . p a ʃ,v.cvc,v.cvc,4
থাকলে,t̪ʰ a k . l e,cvc.cv,cvc.cv,4
বলার,b ɔ . l a r,cv.cvc,cv.cvc,4
সুযোগ,ʃ u . ɟ o g,cv.cvc,cv.cvc,4
হোক,h o k,cvc,cvc,4
বলেই,b o . l e i̯,cv.cvv,cv.cv,4
আমরা,a m . r a,vc.cv,vc.cv,4
জিজ্ঞেস,ɟ i g . g ẽ ʃ,cvc.cvc,cvc.cvc,4
রাখার,r a . kʰ a r,cv.cvc,cv.cvc,4
স্টেশন,s t e . ʃ ɔ n,ccv.cvc,ccv.cvc,4
স্টেশনমাস্টার,s t e . ʃ ɔ n . m a s . t a r,ccv.cvc.cvc.cvc,ccv.cvc.cvc.cvc,4
পড়তে,p o ɽ . t̪ e,cvc.cv,cvc.cv,4
পদক্ষেপ,p ɔ . d̪ o k . kʰ e p,cv.cvc.cvc,cv.cvc.cvc,4
প্রাণ,p r a n,ccvc,ccvc,4
পরামর্শ,p ɔ . r a . m ɔ r . ʃ o,cv.cv.cvc.cv,cv.cv.cvc.cv,4
পরীক্ষা,p o . r i k . kʰ a,cv.cvc.cv,cv.cvc.cv,4
ভিন্ন,bʰ i n . n o,cvc.cv,cvc.cv,4
পদ্মার,p ɔ d̪ . d ã r,cvc.cvc,cvc.cvc,4
পাড়ে,p a . ɽ e,cv.cv,cv.cv,4
বার,b a r,cvc,cvc,4
পিছনে,p i . cʰ ɔ . n e,cv.cv.cv,cv.cv.cv,4
সিটে,s i . t e,cv.cv,cv.cv,4
লাগানো,l a . g a . n o,cv.cv.cv,cv.cv.cv,4
দূরে,d̪ u . r e,cv.cv,cv.cv,4
লাল,l a l,cvc,cvc,4
মহালয়া,m ɔ . h a . l ɔ . a,cv.cv.cv.v,cv.cv.cv.v,4
রান্না,r a n . n a,cvc.cv,cvc.cv,4
পাশ,p a ʃ,cvc,cvc,4
খেলে,kʰ e . l e,cv.cv,cv.cv,4
বাদ,b a d̪,cvc,cvc,4
যারা,ɟ a . r a,cv.cv,cv.cv,4
থাক,t̪ʰ a k,cvc,cvc,4
মানুষকে,m a . n u ʃ . k e,cv.cvc.cv,cv.cvc.cv,4
যদিও,ɟ o . d̪ i . o,cv.cv.v,cv.cv.v,4
খাতায়,kʰ a . t̪ a ʲ,cv.cvc,cv.cvc,4
যাক,ɟ a k,cvc,cvc,4
করেছিল,k o . r e . cʰ i . l o,cv.cv.cv.cv,cv.cv.cv.cv,4
চার,c a r,cvc,cvc,4
জেলেদের,ɟ e . l e . d̪ e r,cv.cv.cvc,cv.cv.cvc,4
ব্যবহার,b æ . b o . h a r,cv.cv.cvc,cv.cv.cvc,4
ভেসে,bʰ e . ʃ e,cv.cv,cv.cv,4
বজায়,b ɔ . ɟ a ʲ,cv.cvc,cv.cvc,4
ডাকতে,d a k . t̪ e,cvc.cv,cvc.cv,4
পড়া,p ɔ . ɽ a,cv.cv,cv.cv,4
নিরাপদ,n i . r a . p ɔ d̪,cv.cv.cvc,cv.cv.cvc,4
দেখুন,d̪ e . kʰ u n,cv.cvc,cv.cvc,4
বউয়ের,b o u̯ . e r,cvv.vc,cv.vc,4
রাগী,r a . g i,cv.cv,cv.cv,4
আম্মা,a m . m a,vc.cv,vc.cv,4
পৌঁছে,p õ u̯ . cʰ e,cvv.cv,cv.cv,4
বৌমা,b o u̯ . m a,cvv.cv,cv.cv,4
বউকে,b o u̯ . k e,cvv.cv,cv.cv,4
ক্ষেত,kʰ e t̪,cvc,cvc,4
চারা,c a . r a,cv.cv,cv.cv,4
লাগাবে,l a . g a . b e,cv.cv.cv,cv.cv.cv,4
করোনা,k o . r o . n a,cv.cv.cv,cv.cv.cv,4
দৃষ্টি,d̪ r i ʃ . t i,ccvc.cv,ccvc.cv,4
আলাদা,a . l a . d̪ a,v.cv.cv,v.cv.cv,4
কাল,k a l,cvc,cvc,4
টিম,t i m,cvc,cvc,4
প্রাচীন,p r a . c i n,ccv.cvc,ccv.cvc,4
টান,t a n,cvc,cvc,4
অবিশ্বাস্য,ɔ . b i ʃ . ʃ a ʃ . ʃ o,v.cvc.cvc.cv,v.cvc.cvc.cv,4
নেওয়া,n e o̯ . ʷ a,cvv.cv,cv.cv,4
তাঁদের,t̪ ã . d̪ e r,cv.cvc,cv.cvc,4
খোঁজ,kʰ õ ɟ,cvc,cvc,4
থাকুন,t̪ʰ a . k u n,cv.cvc,cv.cvc,4
তোমাদের,t̪ o . m a . d̪ e r,cv.cv.cvc,cv.cv.cvc,4
ডাকুন,d a . k u n,cv.cvc,cv.cvc,4
মাঠে,m a . tʰ e,cv.cv,cv.cv,4
ফেলে,pʰ e . l e,cv.cv,cv.cv,4
রোগীকে,r o . g i . k e,cv.cv.cv,cv.cv.cv,4
সহমর্মিতা,ʃ ɔ . h o . m o r . m i . t̪ a,cv.cv.cvc.cv.cv,cv.cv.cvc.cv.cv,4
কিনুন,k i . n u n,cv.cvc,cv.cvc,4
নাই,n a i̯,cvv,cv,4
নিষ্পাপ,n i ʃ . p a p,cvc.cvc,cvc.cvc,3
রঙের,r ɔ . ŋ e r,cv.cvc,cv.cvc,3
পৃথিবী,p r i . t̪ʰ i . b i,ccv.cv.cv,ccv.cv.cv,3
জানাতে,ɟ a . n a . t̪ e,cv.cv.cv,cv.cv.cv,3
ঘোর,gʰ o r,cvc,cvc,3
ঠান্ডা,tʰ a n . d a,cvc.cv,cvc.cv,3
ফিরল,pʰ i r . l o,cvc.cv,cvc.cv,3
রে,r e,cv,cv,3
কোন,k o n,cvc,cvc,3
পরিশ্রম,p o . r i s . s r o m,cv.cvc.ccvc,cv.cvc.ccvc,3
করলে,k o r . l e,cvc.cv,cvc.cv,3
সান্ত্বনা,ʃ a n . t̪ o . n a,cvc.cv.cv,cvc.cv.cv,3
নেমে,n e . m e,cv.cv,cv.cv,3
পাখি,p a . kʰ i,cv.cv,cv.cv,3
পারি,p a . r i,cv.cv,cv.cv,3
গিয়েছিলাম,g i . ʲ e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,3
কান্না,k a n . n a,cvc.cv,cvc.cv,3
পারছিলাম,p a r . cʰ i . l a m,cvc.cv.cvc,cvc.cv.cvc,3
রইলাম,r o i̯ . l a m,cvv.cvc,cv.cvc,3
বারবার,b a r . b a r,cvc.cvc,cvc.cvc,3
শূন্য,ʃ u n . n o,cvc.cv,cvc.cv,3
খুশি,kʰ u . ʃ i,cv.cv,cv.cv,3
জীবনে,ɟ i . b ɔ . n e,cv.cv.cv,cv.cv.cv,3
এসেছে,e . ʃ e . cʰ e,v.cv.cv,v.cv.cv,3
অনুভব,o . n u . bʰ ɔ b,v.cv.cvc,v.cv.cvc,3
ঘুরে,gʰ u . r e,cv.cv,cv.cv,3
থাকার,t̪ʰ a . k a r,cv.cvc,cv.cvc,3
অনুপ্রেরণা,o . n u p . p e . r o . n a,v.cvc.cv.cv.cv,v.cvc.cv.cv.cv,3
গর্ব,g ɔ r . b o,cvc.cv,cvc.cv,3
একসাথে,æ k . ʃ a . t̪ʰ e,vc.cv.cv,vc.cv.cv,3
নাস্তা,n a s . t̪ a,cvc.cv,cvc.cv,3
করেছেন,k o . r e . cʰ e n,cv.cv.cvc,cv.cv.cvc,3
কথাটা,k ɔ . t̪ʰ a . t a,cv.cv.cv,cv.cv.cv,3
কতটা,k ɔ . t̪ o . t a,cv.cv.cv,cv.cv.cv,3
দশ,d̪ ɔ ʃ,cvc,cvc,3
কেজি,k e . ɟ i,cv.cv,cv.cv,3
উচিত,u . c i t̪,v.cvc,v.cvc,3
ঘণ্টা,gʰ ɔ n . t a,cvc.cv,cvc.cv,3
আম্মু,a m . m u,vc.cv,vc.cv,3
পাই,p a i̯,cvv,cv,3
বিশ্বাস,b i ʃ . ʃ a ʃ,cvc.cvc,cvc.cvc,3
অসম্ভব,ɔ . ʃ ɔ m . bʰ ɔ b,v.cvc.cvc,v.cvc.cvc,3
পেতে,p e . t̪ e,cv.cv,cv.cv,3
যাইহোক,ɟ a i̯ . h o k,cvv.cvc,cv.cvc,3
জানিয়ে,ɟ a . n i . ʲ e,cv.cv.cv,cv.cv.cv,3
সম্ভবত,ʃ ɔ m . bʰ ɔ . b ɔ . t̪ o,cvc.cv.cv.cv,cvc.cv.cv.cv,3
চলাচল,c ɔ . l a . c ɔ l,cv.cv.cvc,cv.cv.cvc,3
যাচ্ছিল,ɟ a c . cʰ i . l o,cvc.cv.cv,cvc.cv.cv,3
শুকিয়ে,ʃ u . k i . ʲ e,cv.cv.cv,cv.cv.cv,3
নে,n e,cv,cv,3
অপেক্ষা,ɔ . p e k . kʰ a,v.cvc.cv,v.cvc.cv,3
আওয়াজ,a o̯ . a ɟ,vv.vc,v.vc,3
প্রশ্নের,p r o ʃ . n e r,ccvc.cvc,ccvc.cvc,3
এতকিছু,æ . t̪ o . k i . cʰ u,v.cv.cv.cv,v.cv.cv.cv,3
থাকেন,t̪ʰ a . k e n,cv.cvc,cv.cvc,3
বিশ্রাম,b i s . r a m,cvc.cvc,cvc.cvc,3
নেন,n æ n,cvc,cvc,3
বলবেন,b o l . b e n,cvc.cvc,cvc.cvc,3
হলেন,h o . l e n,cv.cvc,cv.cvc,3
গল্প,g ɔ l . p o,cvc.cv,cvc.cv,3
খবর,kʰ ɔ . b o r,cv.cvc,cv.cvc,3
ব্যস্ত,b æ s . t̪ o,cvc.cv,cvc.cv,3
টানা,t a . n a,cv.cv,cv.cv,3
পানিতে,p a . n i . t̪ e,cv.cv.cv,cv.cv.cv,3
করছে,k o r . cʰ e,cvc.cv,cvc.cv,3
করছিল,k o r . cʰ i . l o,cvc.cv.cv,cvc.cv.cv,3
নির্দেশ,n i r . d̪ e ʃ,cvc.cvc,cvc.cvc,3
বোনের,b o . n e r,cv.cvc,cv.cvc,3
রাস্তায়,r a s . t̪ a ʲ,cvc.cvc,cvc.cvc,3
ভিজে,bʰ i . ɟ e,cv.cv,cv.cv,3
যেই,ɟ e i̯,cvv,cv,3
উফ,u pʰ,vc,vc,3
ব্যথা,b æ . t̪ʰ a,cv.cv,cv.cv,3
নেতা,n e . t̪ a,cv.cv,cv.cv,3
পৌঁছায়,p õ u̯ . cʰ a ʲ,cvv.cvc,cv.cvc,3
আরেকটু,a . r e k . t u,v.cvc.cv,v.cvc.cv,3
জানায়,ɟ a . n a ʲ,cv.cvc,cv.cvc,3
নিল,n i . l o,cv.cv,cv.cv,3
ছিলেন,cʰ i . l e n,cv.cvc,cv.cvc,3
নিচু,n i . c u,cv.cv,cv.cv,3
পড়লাম,p o ɽ . l a m,cvc.cvc,cvc.cvc,3
বরং,b ɔ . r o ŋ,cv.cvc,cv.cvc,3
ধারণা,d̪ʰ a . r o . n a,cv.cv.cv,cv.cv.cv,3
গরম,g ɔ . r o m,cv.cvc,cv.cvc,3
বংশের,b ɔ ŋ . ʃ e r,cvc.cvc,cvc.cvc,3
ঘুরতে,gʰ u r . t̪ e,cvc.cv,cvc.cv,3
পারল,p a r . l o,cvc.cv,cvc.cv,3
অনুরোধ,o . n u . r o d̪ʰ,v.cv.cvc,v.cv.cvc,3
শুনবেন,ʃ u n . b e n,cvc.cvc,cvc.cvc,3
বলেছিলেন,b o . l e . cʰ i . l e n,cv.cv.cv.cvc,cv.cv.cv.cvc,3
আসন,a . ʃ o n,v.cvc,v.cvc,3
বোধহয়,b o d̪ʰ . h ɔ ʲ,cvc.cvc,cvc.cvc,3
আছি,a . cʰ i,v.cv,v.cv,3
চারিদিকে,c a . r i . d̪ i . k e,cv.cv.cv.cv,cv.cv.cv.cv,3
এলাকায়,e . l a . k a ʲ,v.cv.cvc,v.cv.cvc,3
বিপর্যস্ত,b i . p ɔ r . ɟ o s . t̪ o,cv.cvc.cvc.cv,cv.cvc.cvc.cv,3
মজবুত,m o ɟ . b u t̪,cvc.cvc,cvc.cvc,3
মন্ত্রী,m o n . t̪ r i,cvc.ccv,cvc.ccv,3
আসবে,a ʃ . b e,vc.cv,vc.cv,3
পকেট,p ɔ . k e t,cv.cvc,cv.cvc,3
তেলাপিয়া,t̪ e . l a . p i . ʲ a,cv.cv.cv.cv,cv.cv.cv.cv,3
অভাব,ɔ . bʰ a b,v.cvc,v.cvc,3
হলেও,h o . l e o̯,cv.cvv,cv.cv,3
তাতে,t̪ a . t̪ e,cv.cv,cv.cv,3
বুঝি,b u . ɟʰ i,cv.cv,cv.cv,3
প্রথমে,p r o . t̪ʰ o . m e,ccv.cv.cv,ccv.cv.cv,3
ছাতাটা,cʰ a . t̪ a . t a,cv.cv.cv,cv.cv.cv,3
খাতা,kʰ a . t̪ a,cv.cv,cv.cv,3
পারলে,p a r . l e,cvc.cv,cvc.cv,3
সংসারের,ʃ ɔ ŋ . ʃ a . r e r,cvc.cv.cvc,cvc.cv.cvc,3
এইসব,e i̯ . ʃ ɔ b,vv.cvc,v.cvc,3
দেশ,d̪ e ʃ,cvc,cvc,3
পাড়ি,p a . ɽ i,cv.cv,cv.cv,3
তুলনায়,t̪ u . l o . n a ʲ,cv.cv.cvc,cv.cv.cvc,3
উপায়,u . p a ʲ,v.cvc,v.cvc,3
হায়,h a ʲ,cvc,cvc,3
যাই,ɟ a i̯,cvv,cv,3
বিপদ,b i . p ɔ d̪,cv.cvc,cv.cvc,3
যেত,ɟ e . t̪ o,cv.cv,cv.cv,3
যাচ্ছি,ɟ a c . cʰ i,cvc.cv,cvc.cv,3
দক্ষিণ,d̪ o k . kʰ i n,cvc.cvc,cvc.cvc,3
জনপদ,ɟ ɔ . n o . p ɔ d̪,cv.cv.cvc,cv.cv.cvc,3
তবুও,t̪ o . b u . o,cv.cv.v,cv.cv.v,3
খিচুড়ি,kʰ i . c u . r i,cv.cv.cv,cv.cv.cv,3
দল,d̪ ɔ l,cvc,cvc,3
আসা,a . ʃ a,v.cv,v.cv,3
ছবি,cʰ o . b i,cv.cv,cv.cv,3
সরকারের,ʃ ɔ r . k a . r e r,cvc.cv.cvc,cvc.cv.cvc,3
দাবি,d̪ a . b i,cv.cv,cv.cv,3
পারেনি,p a . r e . n i,cv.cv.cv,cv.cv.cv,3
নেবে,n e . b e,cv.cv,cv.cv,3
আগেও,a . g e . o,v.cv.v,v.cv.v,3
দেখেছে,d̪ e . kʰ e . cʰ e,cv.cv.cv,cv.cv.cv,3
অধিকার,o . d̪ʰ i . k a r,v.cv.cvc,v.cv.cvc,3
খেটে,kʰ e . t e,cv.cv,cv.cv,3
খাওয়া,kʰ a o̯ . ʷ a,cvv.cv,cv.cv,3
পরিবার,p o . r i . b a r,cv.cv.cvc,cv.cv.cvc,3
গাড়িটা,g a . ɽ i . t a,cv.cv.cv,cv.cv.cv,3
দেখলেন,d̪ e kʰ . l e n,cvc.cvc,cvc.cvc,3
খেল,kʰ e l,cvc,cvc,3
ড্রাইভার,d r a i̯ . bʰ a r,ccvv.cvc,ccv.cvc,3
কল,k ɔ l,cvc,cvc,3
ফ্রি,pʰ r i,ccv,ccv,3
জরুরী,ɟ o . r u . r i,cv.cv.cv,cv.cv.cv,3
তখনও,t̪ ɔ . kʰ o n . o,cv.cvc.v,cv.cvc.v,3
পড়ালেখা,p ɔ . ɽ a . l e . kʰ a,cv.cv.cv.cv,cv.cv.cv.cv,3
শোনো,ʃ o . n o,cv.cv,cv.cv,3
এদিকে,e . d̪ i . k e,v.cv.cv,v.cv.cv,3
যাচ্ছ,ɟ a c . cʰ o,cvc.cv,cvc.cv,3
বন্ধু,b o n . d̪ʰ u,cvc.cv,cvc.cv,3
সেদিন,ʃ e . d̪ i n,cv.cvc,cv.cvc,3
হিসেবে,h i . ʃ e . b e,cv.cv.cv,cv.cv.cv,3
স্টেশনে,s t e . ʃ ɔ n,ccv.cvc,ccv.cvc,3
সম্মান,ʃ ɔ m . m a n,cvc.cvc,cvc.cvc,3
নেওয়ার,n e o̯ . ʷ a r,cvv.cvc,cv.cvc,3
বাসে,b a . s e,cv.cv,cv.cv,3
যাওয়া,ɟ a o̯ . ʷ a,cvv.cv,cv.cv,3
কথাই,k ɔ . t̪ʰ a . i,cv.cv.v,cv.cv.v,3
আসার,a . ʃ a r,v.cvc,v.cvc,3
বিষয়ে,b i . ʃ ɔ . ʲ e,cv.cv.cv,cv.cv.cv,3
গ্রহণ,g r o . h o n,ccv.cvc,ccv.cvc,3
রাখা,r a . kʰ a,cv.cv,cv.cv,3
হারানোর,h a . r a . n o r,cv.cv.cvc,cv.cv.cvc,3
সবকিছু,ʃ ɔ b . k i . cʰ u,cvc.cv.cv,cvc.cv.cv,3
নদী,n o . d̪ i,cv.cv,cv.cv,3
চড়ে,c ɔ . ɽ e,cv.cv,cv.cv,3
প্রায়,p r a ʲ,ccvc,ccvc,3
দুটো,d̪ u . t o,cv.cv,cv.cv,3
চারপাশে,c a r . p a . ʃ e,cvc.cv.cv,cvc.cv.cv,3
পাওয়ার,p a o̯ . ʷ a r,cvv.cvc,cv.cvc,3
যেখানে,ɟ e . kʰ a . n e,cv.cv.cv,cv.cv.cv,3
দিদি,d̪ i . d̪ i,cv.cv,cv.cv,3
শাড়ি,ʃ a . ɽ i,cv.cv,cv.cv,3
দিয়েছিলেন,d̪ i . ʲ e . cʰ i . l e n,cv.cv.cv.cvc,cv.cv.cv.cvc,3
প্রথা,p r o . t̪ʰ a,ccv.cv,ccv.cv,3
অফিসের,ɔ . pʰ i . s e r,v.cv.cvc,v.cv.cvc,3
নিলাম,n i . l a m,cv.cvc,cv.cvc,3
একুশে,e . k u . ʃ e,v.cv.cv,v.cv.cv,3
শুভ,ʃ u . bʰ o,cv.cv,cv.cv,3
স্ট্যাটাস,s t æ . t a s,ccv.cvc,ccv.cvc,3
লাঙ্গল,l a ŋ . g o l,cvc.cvc,cvc.cvc,3
ক্ষ্যাত,kʰ æ t̪,cvc,cvc,3
মতে,m ɔ . t̪ e,cv.cv,cv.cv,3
ঘটনা,gʰ ɔ . t o . n a,cv.cv.cv,cv.cv.cv,3
ব্যক্তিগত,b e k . t̪ i . g ɔ . t̪ o,cvc.cv.cv.cv,cvc.cv.cv.cv,3
উপস্থিত,u . p o s . t̪ʰ i t̪,v.cvc.cvc,v.cvc.cvc,3
উদাহরণ,u . d̪ a . h ɔ . r o n,v.cv.cv.cvc,v.cv.cv.cvc,3
কিশোরের,k i . ʃ o . r e r,cv.cv.cvc,cv.cv.cvc,3
বললেই,b o l . l e i̯,cvc.cvv,cvc.cv,3
সাগরে,ʃ a . g o . r e,cv.cv.cv,cv.cv.cv,3
ধরতে,d̪ʰ o r . t̪ e,cvc.cv,cvc.cv,3
মাঝ,m a ɟʰ,cvc,cvc,3
সমুদ্রে,ʃ o . m u d̪ . d̪ r e,cv.cvc.ccv,cv.cvc.ccv,3
সাগরের,ʃ a . g o . r e r,cv.cv.cvc,cv.cv.cvc,3
ঢেউ,dʰ e u̯,cvv,cv,3
লড়াকু,l ɔ . ɽ a . k u,cv.cv.cv,cv.cv.cv,3
মিডিয়া,m i . d i . ʲ a,cv.cv.cv,cv.cv.cv,3
রিপোর্ট,r i . p o r t,cv.cvcc,cv.cvcc,3
পড়েছে,p o . ɽ e . cʰ e,cv.cv.cv,cv.cv.cv,3
মানুষগুলোকে,m a . n u ʃ . g u . l o . k e,cv.cvc.cv.cv.cv,cv.cvc.cv.cv.cv,3
অসীম,ɔ . ʃ i m,v.cvc,v.cvc,3
বাধ্য,b a d̪ . d̪ʰ o,cvc.cv,cvc.cv,3
জানা,ɟ a . n a,cv.cv,cv.cv,3
পরিবারের,p o . r i . b a . r e r,cv.cv.cv.cvc,cv.cv.cv.cvc,3
বলেছিল,b o . l e . cʰ i . l o,cv.cv.cv.cv,cv.cv.cv.cv,3
লাগাতে,l a . g a . t̪ e,cv.cv.cv,cv.cv.cv,3
চাইল,c a i̯ . l o,cvv.cv,cv.cv,3
বেঁধে,b ẽ . d̪ʰ e,cv.cv,cv.cv,3
ভাসিয়ে,bʰ a . ʃ i . ʲ e,cv.cv.cv,cv.cv.cv,3
সমান,ʃ ɔ . m a n,cv.cvc,cv.cvc,3
ডাক,d a k,cvc,cvc,3
পঞ্চাশ,p ɔ n . c a ʃ,cvc.cvc,cvc.cvc,3
জেলে,ɟ e . l e,cv.cv,cv.cv,3
সাড়া,ʃ a . ɽ a,cv.cv,cv.cv,3
চেয়েছিল,c e . ʲ e . cʰ i . l o,cv.cv.cv.cv,cv.cv.cv.cv,3
নিশ্চয়তা,n i ʃ . c ɔ ʲ . o . t̪ a,cvc.cvc.v.cv,cvc.cvc.v.cv,3
খবরটা,kʰ ɔ . b o r . t a,cv.cvc.cv,cv.cvc.cv,3
কঠিন,k o . tʰ i n,cv.cvc,cv.cvc,3
শাশুড়িকে,ʃ a . ʃ u . ɽ i . k e,cv.cv.cv.cv,cv.cv.cv.cv,3
গলায়,g ɔ . l a ʲ,cv.cvc,cv.cvc,3
ঘুরিয়ে,gʰ u . r i . ʲ e,cv.cv.cv,cv.cv.cv,3
জি,ɟ i,cv,cv,3
উত্তর,u t̪ . t̪ o r,vc.cvc,vc.cvc,3
গহনা,g ɔ . h o . n a,cv.cv.cv,cv.cv.cv,3
আনতে,a n . t̪ e,vc.cv,vc.cv,3
মৃত্যু,m r i t̪ . t̪ u,ccvc.cv,ccvc.cv,3
অথচ,ɔ . t̪ʰ o . c o,v.cv.cv,v.cv.cv,3
ছয়,cʰ ɔ ʲ,cvc,cvc,3
মহামারি,m ɔ . h a . m a . r i,cv.cv.cv.cv,cv.cv.cv.cv,3
ঘণ্টার,gʰ ɔ n . t a r,cvc.cvc,cvc.cvc,3
সবজি,ʃ o b . ɟ i,cvc.cv,cvc.cv,3
পড়েছিলাম,p o . ɽ e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,3
মাংশ,m a ŋ . ʃ o,cvc.cv,cvc.cv,3
পানির,p a . n i r,cv.cvc,cv.cvc,3
স্ত্রী,s t̪ r i,cccv,cccv,3
শক্ত,ʃ ɔ k . t̪ o,cvc.cv,cvc.cv,3
মুক্তি,m u k . t̪ i,cvc.cv,cvc.cv,3
আশেপাশের,a . ʃ e . p a . ʃ e r,v.cv.cv.cvc,v.cv.cv.cvc,3
আশা,a . ʃ a,v.cv,v.cv,3
যাতে,ɟ a . t̪ e,cv.cv,cv.cv,3
সারি,ʃ a . r i,cv.cv,cv.cv,3
ক্ষেতের,kʰ e . t̪ e r,cv.cvc,cv.cvc,3
বেগুনের,b e . g u . n e r,cv.cv.cvc,cv.cv.cvc,3
বিষয়,b i . ʃ ɔ ʲ,cv.cvc,cv.cvc,3
শুনলাম,ʃ u n . l a m,cvc.cvc,cvc.cvc,3
ছুটি,cʰ u . t i,cv.cv,cv.cv,3
চিন্তা,c i n . t̪ a,cvc.cv,cvc.cv,3
চাপ,c a p,cvc,cvc,3
অসাধারণ,ɔ . ʃ a . d̪ʰ a . r o n,v.cv.cv.cvc,v.cv.cv.cvc,3
ভাঙল,bʰ a ŋ . l o,cvc.cv,cvc.cv,3
ই,i,v,v,3
স্পটে,s p ɔ . t e,ccv.cv,ccv.cv,3
“,n a n,cvc,cvc,3
রাখুন,r a . kʰ u n,cv.cvc,cv.cvc,3
সকলের,ʃ ɔ . k o . l e r,cv.cv.cvc,cv.cv.cvc,3
নিন,n i n,cvc,cvc,3
মাধ্যমে,m a d̪ . d̪ʰ o . m e,cvc.cv.cv,cvc.cv.cv,3
সরে,ʃ o . r e,cv.cv,cv.cv,3
বেলে,b e . l e,cv.cv,cv.cv,3
দিচ্ছি,d̪ i c . cʰ i,cvc.cv,cvc.cv,3
সেঁকে,ʃ ẽ . k e,cv.cv,cv.cv,3
উচ্চারণ,u c . c a . r o n,vc.cv.cvc,vc.cv.cvc,3
ছাড়ুন,cʰ a . ɽ u n,cv.cvc,cv.cvc,3
থামান,t̪ʰ a . m a n,cv.cvc,cv.cvc,3
প্রতি,p r o . t̪ i,ccv.cv,ccv.cv,3
দেখ,d̪ æ kʰ,cvc,cvc,3
পাতায়,p a . t̪ a ʲ,cv.cvc,cv.cvc,3
নাও,n a o̯,cvv,cv,3
মেয়েদের,m e . ʲ e . d̪ e r,cv.cv.cvc,cv.cv.cvc,3
অংশ,ɔ ŋ . ʃ o,vc.cv,vc.cv,3
হও,h ɔ o̯,cvv,cv,3
নারী,n a . r i,cv.cv,cv.cv,3
হল,h ɔ l,cvc,cvc,3
অতি,o . t̪ i,v.cv,v.cv,3
লক্ষ্য,l o k . kʰ o,cvc.cv,cvc.cv,3
দায়,d̪ a ʲ,cvc,cvc,3
ভেঙ্গে,bʰ e ŋ . g e,cvc.cv,cvc.cv,2
ফ্রেশ,pʰ r e ʃ,ccvc,ccvc,2
সৌন্দর্যের,ʃ o u̯ n . d̪ ɔ r . ɟ e r,cvvc.cvc.cvc,cvc.cvc.cvc,2
অপরূপ,ɔ . p o . r u p,v.cv.cvc,v.cv.cvc,2
লালচে,l a l . c e,cvc.cv,cvc.cv,2
কমলা,k ɔ m . l a,cvc.cv,cvc.cv,2
আভা,a . bʰ a,v.cv,v.cv,2
