word,ipa,freq
মারহাবা,m a r . h a . b a,1
সংবাদ,ʃ ɔ ŋ . b a d̪,1
কাটুক,k a . t u k,1
কামনায়,k a . m o . n a ʲ,1
অগ্রীম,o g . g r i m,1
মোবারক,m o . b a . r ɔ k,1
আহ,a h,1
কৃতজ্ঞ,k r i . t̪ ɔ g . g õ,1
প্রত্যেককে,p r o t̪ . t̪ e k . k e,1
ধন্যবাদ,d̪ʰ o n . n o . b a d̪,1
গুণবতী,g u . n o . b o . t̪ i,1
রূপবতী,r u . p o . b o . t̪ i,1
বাড়িতেও,b a . ɽ i . t̪ e o̯,1
ধর্মীয়,d̪ʰ o r . m i . ʲ o,1
দান,d̪ a n,1
চিত্রাঙ্কন,c i t̪ . t̪ r a ŋ . k o n,1
ত্রুটি,t̪ r u . t i,1
রাখেননি,r a . kʰ e n . n i,1
সর্বোচ্চ,ʃ ɔ r . b o c . c o,1
প্রতিষ্ঠানে,p r o . t̪ i ʃ . tʰ a . n e,1
বিশ্ববিদ্যালয়ে,b i ʃ . ʃ o . b i d̪ . d̪ a . l ɔ ʲ . e,1
স্নাতকোত্তর,s n a . t̪ o . k o t̪ . t̪ o r,1
চলাকালীন,c ɔ . l a . k a . l i n,1
মোবাইলে,m o . b a i̯ . l e,1
শুক্রবারে,ʃ u k . k r o . b a . r e,1
মেয়ের,m e . ʲ e r,1
ম্যাজিস্ট্রেট,m æ . ɟ i s . t r e t,1
গ্রাম,g r a m,1
উপজেলা,u . p o . ɟ e . l a,1
ইতস্তত,i . t̪ ɔ s . t̪ ɔ . t̪ o,1
ইচ্ছার,i c . cʰ a r,1
বিবেচনা,b i . b e . c ɔ . n a,1
বিয়েতে,b i . ʲ e . t̪ e,1
রাজি,r a . ɟ i,1
ব্যতীত,b æ . t̪ i . t̪ o,1
কানাঘুষা,k a . n a . gʰ u . ʃ a,1
হবু,h o . b u,1
স্বভাবের,ʃ ɔ . bʰ a . b e r,1
বৌয়ের,b o u̯ . e r,1
দেখেছিল,d̪ e . kʰ e . cʰ i . l o,1
জায়ের,ɟ a . ʲ e r,1
বন্ধুত্ব,b o n . d̪ʰ u t̪ . t̪ o,1
ভাবীই,bʰ a . b i i̯,1
ভাবী,bʰ a . b i,1
হেসে,h e . ʃ e,1
মায়েদের,m a . ʲ e . d̪ e r,1
সংসারে,ʃ ɔ ŋ . ʃ a . r e,1
শৃঙ্খলা,s r i ŋ . kʰ ɔ . l a,1
উচ্চশিক্ষিত,u c . c o . ʃ i k . kʰ i . t̪ o,1
হাজির,h a . ɟ i r,1
থমথমে,t̪ʰ ɔ m . t̪ʰ o . m e,1
যেও,ɟ e . o,1
বসো,b ɔ . ʃ o,1
একটানা,æ k . t a . n a,1
উল,u l,1
বুনছেন,b u n . cʰ e n,1
তোলেননি,t̪ o . l e n . n i,1
পেলো,p e . l o,1
বুঝলেন,b u ɟʰ . l e n,1
যাচ্ছিলেন,ɟ a c . cʰ i . l e n,1
বসার,b ɔ . ʃ a r,1
বউমা,b o u̯ . m a,1
আছো,a . cʰ o,1
অসুবিধা,ɔ . ʃ u . b i . dʰ a,1
সলজ্জ,ʃ ɔ . l ɔ ɟ . ɟ o,1
জবাব,ɟ ɔ . b a b,1
বৌমার,b o u̯ . m a r,1
বলব,b o l . b o,1
লেখাপড়ার,l e . kʰ a . p ɔ . ɽ a r,1
চাইলেন,c a i̯ . l e n,1
আনুষ্ঠানিকতা,a . n u ʃ . tʰ a . n i . k ɔ . t̪ a,1
নিয়মকানুন,n i . ʲ o m . k a . n u n,1
পাঁচটা,p ã c . t a,1
আনিয়েছি,a . n i . ʲ e . cʰ i,1
ওগুলো,o . g u . l o,1
রোপন,r o . p o n,1
চারাটা,c a . r a . t a,1
নিম,n i m,1
মেহগনি,m e . h o . g o . n i,1
আম,a m,1
পূর্বপাশে,p u r . b o . p a . ʃ e,1
সেগুন,ʃ e . g u n,1
পশ্চিম,p o ʃ . c i m,1
সম্মতিসূচক,ʃ ɔ m . m o . t̪ i . ʃ u . c ɔ k,1
ঘাড়,gʰ a ɽ,1
নেড়ে,n e . ɽ e,1
মর্যাদা,m ɔ r ɟ . ɟ a . d̪ a,1
লোকেদের,l o . k e . d̪ e r,1
তোমারও,t̪ o . m a r . o,1
বলেছিলাম,b o . l e . cʰ i . l a m,1
উপহার,u . p o . h a r,1
সামর্থ্য,ʃ a . m o r . t̪ʰ o,1
অনুযায়ী,o . n u . ɟ a . ʲ i,1
বৌকে,b o u̯ . k e,1
সাজিয়ে,ʃ a . ɟ i . ʲ e,1
বেয়াই,b e . ʲ a i̯,1
সাহেব,ʃ a . h e b,1
শোনেননি,ʃ o . n e n . n i,1
এসো,e . ʃ o,1
ব্যাংকে,b æ ŋ . k e,1
লকার,l ɔ . k a r,1
দিও,d̪ i . ʲ o,1
মানবে,m a n . b e,1
শোনে,ʃ o . n e,1
প্রশ্রয়,p r o s . r ɔ ʲ,1
অভিনেত্রীর,o . bʰ i . n e t̪ . t̪ r i r,1
বয়সে,b ɔ ʲ . o . ʃ e,1
রহস্যজনক,r ɔ . h o ʃ . ʃ o . ɟ ɔ . n o k,1
মরণের,m ɔ . r o . n e r,1
পদধ্বনি,p ɔ . d̪ o . d̪ʰ o . n i,1
জীবনপ্রান্তে,ɟ i . b ɔ n . p r a n . t̪ e,1
আহা,a . h a,1
শুনেই,ʃ u . n e i̯,1
ক্রিকেটার,k r i . k e . t a r,1
ক্রিকেটে,k r i . k e . t e,1
পেন্ডামিকে,p e n . d a . m i . k e,1
অনেকের,ɔ . n e . k e r,1
আমদের,a m . d̪ e r,1
জাঁকজমক,ɟ ã k . ɟ ɔ . m o k,1
মেকানিকাল,m e . k a . n i . k a l,1
ইঞ্জিনিয়ারিং,i n . ɟ i . n i . ʲ a . r i ŋ,1
টেলিকম,t e . l i . k ɔ m,1
কোম্পানিতে,k o m . p a . n i . t̪ e,1
বেতনের,b e . t̪ o . n e r,1
করতাম,k o r . t̪ a m,1
দিকটায়,d̪ i k . t a ʲ,1
পড়লেও,p o ɽ . l e o̯,1
পেন্ডামিকের,p e n . d a . m i . k e r,1
পাওয়াও,p a o̯ . ʷ a . o,1
খামার,kʰ a . m a r,1
তখনো,t̪ ɔ . kʰ o . n o,1
ভাবিনি,bʰ a . b i . n i,1
পরিস্থিতি,p o . r i s . t̪ʰ i . t̪ i,1
ধারণ,d̪ʰ a . r o n,1
গ্রামসহ,g r a m . ʃ ɔ . h o,1
কড়া,k ɔ . ɽ a,1
লকডাউন,l ɔ k . d a u̯ n,1
হাসপাতাল,h a ʃ . p a . t̪ a l,1
ফার্মেসি,pʰ a r . m e . s i,1
মুদির,m u . d̪ i r,1
দোকান,d̪ o . k a n,1
দূরত্বে,d̪ u . r ɔ t̪ . t̪ e,1
লাইনে,l a i̯ . n e,1
গবাদি,g ɔ . b a . d̪ i,1
পশু,p o . ʃ u,1
কিছুরই,k i . cʰ u r . i,1
পরিস্থিতিতে,p o . r i s . t̪ʰ i . t̪ i . t̪ e,1
ক্রেতার,k r e . t̪ a r,1
স্বল্পতা,ʃ ɔ l . p o . t̪ a,1
সফল,ʃ ɔ . pʰ ɔ l,1
চাষি,c a . ʃ i,1
বর্তমানে,b ɔ r . t̪ o . m a . n e,1
একেবারেই,æ . k e . b a . r e i̯,1
মজুদও,m o . ɟ u d̪ . o,1
দূর্ভিক্ষ,d̪ u r b . bʰ i k . kʰ o,1
গতকাল,g ɔ . t̪ o . k a l,1
ঘাড়ের,gʰ a . ɽ e r,1
নিঃশ্বাস,n i ʃ . ʃ a ʃ,1
শিউরে,ʃ i u̯ . r e,1
বিছানার,b i . cʰ a . n a r,1
উপরেই,u . p o . r e i̯,1
কোঠরে,k o . tʰ o . r e,1
ঢোকানো,dʰ o . k a . n o,1
মৃতের,m r i . t̪ e r,1
ফ্যাকাশে,pʰ æ . k a . ʃ e,1
লালা,l a . l a,1
ঝরছে,ɟʰ o r . cʰ e,1
গায়ে,g a . ʲ e,1
অবশিষ্ট,ɔ . b o . ʃ i ʃ . t o,1
হাড়ের,h a . ɽ e r,1
চামড়াটাই,c a m . ɽ a . t a i̯,1
লোলুপ,l o . l u p,1
বোটকা,b o t . k a,1
পচা,p ɔ . c a,1
গন্ধে,g ɔ n . d̪ʰ e,1
বীভৎস,b i . bʰ ɔ t̪ . ʃ o,1
করেও,k o . r e . o,1
অসাড়,ɔ . ʃ a ɽ,1
স্ত্রীকেও,s t̪ r i . k e o̯,1
শত,ʃ ɔ . t̪ o,1
চেষ্টাতেও,c e ʃ . t a . t̪ e . o,1
ফুটল,pʰ u t . l o,1
জোর,ɟ o r,1
বেড,b e d,1
সুইচটা,s u i̯ c . t a,1
অদ্ভুৎ,ɔ d̪ . bʰ u t̪,1
স্বাভাবিক,ʃ a . bʰ a . b i k,1
স্ত্রীকে,s t̪ r i . k e,1
ডাকলাম,d a k . l a m,1
ওয়াশ,o ʷ a ʃ,1
রুমেও,r u . m e o̯,1
খুঁজতে,kʰ ũ ɟ . t̪ e,1
করিডোরে,k o . r i . d o . r e,1
দরজাও,d̪ ɔ . r o . ɟ a o̯,1
ভিতরে,bʰ i . t̪ o . r e,1
উঁকি,ũ . k i,1
ভয়ানক,bʰ ɔ . ʲ a . n ɔ k,1
দৃশ্য,d̪ r i ʃ . ʃ o,1
কল্পনাতেও,k ɔ l . p o . n a . t̪ e o̯,1
স্ত্রীর,s t̪ r i r,1
রক্তাক্ত,r ɔ k . t̪ a k . t̪ o,1
অস্থিচর্মসার,o s . t̪ʰ i . c ɔ r . m o . ʃ a r,1
খুবলে,kʰ u b . l e,1
জম্বি,ɟ o m . b i,1
পেটের,p e . t e r,1
নাড়ি,n a . ɽ i,1
ভুড়িসহ,bʰ u . ɽ i . ʃ ɔ . h o,1
জম্বিগুলো,ɟ o m . b i . g u . l o,1
ঘিরে,gʰ i . r e,1
ধরেছে,d̪ʰ o . r e . cʰ e,1
টার্গেট,t a r . g e t,1
ঝাপটায়,ɟʰ a p . t a ʲ,1
সম্বিৎ,ʃ ɔ m . b i t̪,1
জবাবে,ɟ ɔ . b a . b e,1
করছিলাম,k o r . cʰ i . l a m,1
কাঠের,k a . tʰ e r,1
গেছিল,g e . cʰ i . l o,1
দিচ্ছিলাম,d̪ i c . cʰ i . l a m,1
ছিটায়,cʰ i . t a ʲ,1
হাউমাউ,h a u̯ . m a u̯,1
কেঁদে,k ẽ . d̪ e,1
ফজরের,pʰ ɔ . ɟ o . r e r,1
আযান,a . ɟ a n,1
নামাজ,n a . m a ɟ,1
সংকট,ʃ ɔ ŋ . k ɔ t,1
বিশ্ববাসীর,b i ʃ . ʃ o . b a . ʃ i r,1
জায়নামাজে,ɟ a ʲ . n a . m a . ɟ e,1
শপথ,ʃ ɔ . p o t̪ʰ,1
প্রয়োজনের,p r o . ʲ o . ɟ o . n e r,1
অতিরিক্ত,o . t̪ i . r i k . t̪ o,1
দুর্দশাগ্রস্ত,d̪ u r . d̪ ɔ . ʃ a . g r o s . t̪ o,1
মানুষদের,m a . n u ʃ . d̪ e r,1
যথাসাধ্য,ɟ ɔ . t̪ʰ a . ʃ a d̪ . d̪ʰ o,1
মুনাফার,m u . n a . pʰ a r,1
উৎপাদন,u t̪ . p a . d̪ o n,1
বৃদ্ধির,b r i d̪ . d̪ʰ i r,1
অনাহারে,ɔ . n a . h a . r e,1
তাদেরকেও,t̪ a . d̪ e r . k e o̯,1
সচেতন,ʃ ɔ . c e . t̪ o n,1
পতিত,p o . t̪ i . t̪ o,1
জমিগুলোতে,ɟ o . m i . g u . l o . t̪ e,1
ফসল,pʰ ɔ . ʃ o l,1
ফলানো,pʰ ɔ . l a . n o,1
সিদ্ধান্তের,s i d̪ . d̪ʰ a n . t̪ e r,1
তারাও,t̪ a . r a o̯,1
সাগ্রহে,ʃ a g . g r o . h e,1
দাঁড়িয়েছে,d̪ ã . ɽ i ʲ e . cʰ e,1
দানের,d̪ a . n e r,1
মধ্য,m o d̪ . d̪ʰ o,1
পরিতৃপ্ত,p o . r i . t̪ r i p . t̪ o,1
বুঝেছি,b u . ɟʰ e . cʰ i,1
মহাপুরুষেরা,m ɔ . h a . p u . r u . ʃ e . r a,1
গিয়েছেন,g i . ʲ e . cʰ e n,1
ভোগে,bʰ o . g e,1
ত্যাগেই,t̪ æ . g e i̯,1
দেখাবে,d̪ æ . kʰ a . b e,1
বলে৷,b o . l e,1
গোলা,g o . l a,1
একপাশে,æ k . p a . ʃ e,1
পুকুরের,p u . k u . r e r,1
গাছভরা,g a cʰ . bʰ ɔ . r a,1
বানানো,b a . n a . n o,1
গোসলের,g o . s o . l e r,1
কাপড়,k a . p o ɽ,1
নাড়তে,n a ɽ . t̪ e,1
শুকাতে,ʃ u . k a . t̪ e,1
আলু,a . l u,1
পিঁয়াজ,p ĩ . ʲ a ɟ,1
রসুনের,r o . ʃ u . n e r,1
সুপারি,ʃ u . p a . r i,1
শ্বশুরের,ʃ o . ʃ u . r e r,1
পুরনো,p u . r o . n o,1
শ্রেণির,s r e . n i r,1
কৃষিকাজই,k r i . ʃ i . k a ɟ . i,1
মূল,m u l,1
উৎস,u t̪ . ʃ o,1
পিঁয়াজের,p ĩ . ʲ a . ɟ e r,1
ক্ষেতে,kʰ e . t̪ e,1
শ্রমিক,s r o . m i k,1
পিয়াজ,p i . ʲ a ɟ,1
এগোলো,e . g o . l o,1
শ্রমিকরা,ʃ r o . m i k . r a,1
প্রশংসায়,p r o . ʃ o ŋ . ʃ a ʲ,1
পঞ্চমুখ,p ɔ n . c o . m u kʰ,1
লাগলো,l a g . l o,1
মহিলার,m o . h i . l a r,1
প্রশংসা,p r o . ʃ ɔ ŋ . ʃ a,1
বুঝল,b u ɟʰ . l o,1
জাতের,ɟ a . t̪ e r,1
ফলন,pʰ ɔ . l o n,1
মাঠ,m a tʰ,1
ধান,d̪ʰ a n,1
ধানক্ষেতের,d̪ʰ a n . kʰ e . t̪ e r,1
চাষীদের,c a . ʃ i . d̪ e r,1
ওয়াশরুমে,o . ʷ a ʃ . r u . m e,1
যতবারই,ɟ ɔ . t̪ o . b a r . i,1
চেয়েছে,c e . ʲ e . cʰ e,1
ততবারই,t̪ ɔ . t̪ o . b a r . i̯,1
দেখাত,d̪ æ . kʰ a . t̪ o,1
স্বামীসহ,ʃ a . m i . ʃ ɔ . h o,1
বাপের,b a . p e r,1
গহনার,g ɔ . h o . n a r,1
গহনাসহই,g ɔ . h o . n a . ʃ ɔ . h o i̯,1
পরতে,p o r . t̪ e,1
থাকলো,t̪ʰ a k . l o,1
কয়েকদিন,k ɔ ʲ . e k . d̪ i n,1
এভাবেই,e . bʰ a . b e i̯,1
কাটল,k a t . l o,1
কয়দিনে,k ɔ ʲ . d̪ i . n e,1
বুঝেছে,b u . ɟʰ e . cʰ e,1
যায়ও,ɟ a ʲ . o,1
বউও,b o u̯ . o,1
অত্যন্ত,o t̪ . t̪ o n . t̪ o,1
ভালোবাসে,bʰ a . l o . b a . ʃ e,1
দেখানো,d̪ æ . kʰ a . n o,1
আসায়,a . ʃ a ʲ,1
জানানোয়,ɟ a . n a . n o ʲ,1
বোঝালেন,b o . ɟʰ a . l e n,1
নাছোড়বান্দা,n a . cʰ o ɽ . b a n . d̪ a,1
সাফ,s a pʰ,1
সেক্ষেত্রে,ʃ e . kʰ e t̪ . t̪ r e,1
কাবিনের,k a . b i . n e r,1
চাইলে,c a i̯ . l e,1
সামনের,ʃ a m . n e r,1
দিবেন,d̪ i . b e n,1
কালকের,k a . l o . k e r,1
পরীক্ষাটা,p o . r i k . kʰ a . t a,1
বলেছিলে,b o . l e . cʰ i . l e,1
বলছো,b o l . cʰ o,1
নিয়েছো,n i . e . cʰ o,1
দিবে,d̪ i . b e,1
বেড়াচ্ছ,b æ . ɽ a c . cʰ o,1
ডর,d ɔ r,1
দিনরাত,d̪ i n . r a t̪,1
চাকরির,c a k . r i r,1
নিচ্ছে,n i c . cʰ e,1
কালও,k a l . o,1
ভাত,bʰ a t̪,1
খাবে,kʰ a . b e,1
ইদানীং,i . d̪ a . n i ŋ,1
এখান,e . kʰ a n,1
অনলাইন,ɔ n . l a i̯ n,1
পোর্টালগুলো,p o r . t a l . g u . l o,1
কীসব,k i . ʃ ɔ b,1
ছাপায়,cʰ a . p a ʲ,1
ফালতু,pʰ a l . t̪ u,1
করলেও,k o r . l e . o,1
সমস্যার,ʃ ɔ . m o ʃ . ʃ a r,1
কয়েকবার,k ɔ ʲ . e k . b a r,1
চাইছে,c a i̯ . cʰ e,1
আকারে,a . k a . r e,1
সমস্যাগুলো,ʃ ɔ . m o ʃ . ʃ a . g u . l o,1
পেশ,p e ʃ,1
দুইজন,d̪ u i̯ . ɟ o n,1
ওপেনার,o . p e . n a r,1
ভিত,bʰ i . t̪ o,1
গাড়তে,g a ɽ . t̪ e,1
গাড়তেই,g a ɽ . t̪ e i̯,1
সময়টুকু,ʃ o . m ɔ ʲ . t u . k u,1
ফুরিয়েছেন,pʰ u . r i . ʲ e . cʰ e n,1
নির্ভর,n i r . bʰ ɔ r,1
বাঁচাবে,b ã . c a . b e,1
লোককেই,l o k . k e i̯,1
ওভারে,o . bʰ a . r e,1
ছেচল্লিশ,cʰ e . c o l . l i ʃ,1
রানে,r a . n e,1
উইকেট,u i̯ . k e t,1
বোলিং,b o . l i ŋ,1
লাইন,l a i̯ n,1
আপ,a p,1
ব্যাটিংয়েও,b æ . t i . ŋ e o̯,1
ভুলতেই,bʰ u l . t̪ e i̯,1
বসেছে,b o . ʃ e . cʰ e,1
টিকতে,t i k . t̪ e,1
অলআউট,ɔ l . a u̯ t,1
বিসিবি,b i . s i . b i,1
একেবারে,æ . k e . b a . r e,1
আমাদেরও,a . m a . d̪ e r . o,1
চাপিয়ে,c a . p i . ʲ e,1
সামান্য,ʃ a . m a n . n o,1
আলোচনাও,a . l o . c ɔ . n a o̯,1
ঢাকাকে,dʰ a . k a . k e,1
ব্যাক্তি,b e k . t̪ i,1
ঢাকা,dʰ a . k a,1
জাদুর,ɟ a . d̪ u r,1
কবিতার,k o . b i . t̪ a r,1
কোলাহলের,k o . l a . h ɔ . l e r,1
আঁধারিতে,ã . d̪ʰ a . r i . t̪ e,1
শতাব্দী,ʃ ɔ . t̪ a b . d̪ i,1
শহরের,ʃ ɔ . h o . r e r,1
অলিগলিতে,o . l i . g o . l i . t̪ e,1
কাহিনি,k a . h i . n i,1
শাসনামলের,ʃ a . ʃ o . n a . m o . l e r,1
শহরকে,ʃ ɔ . h o r . k e,1
পরিচিতি,p o . r i . c i . t̪ i,1
শহরে,ʃ ɔ . h o . r e,1
শ্রেণীর,s r e . n i r,1
ওভারটি,o . bʰ a r . t i,1
হারাইনি,h a . r a i̯ . n i,1
হাসিমুখটা,h a . ʃ i . m u kʰ . t a,1
ক্লান্তি,k l a n . t̪ i,1
ছেলেও,cʰ e . l e o̯,1
পিতা,p i . t̪ a,1
সৌভাগ্যের,ʃ o u̯ . bʰ a g . g e r,1
চীনেই,c i . n e i̯,1
করোনাভাইরাসের,k ɔ . r o . n a . bʰ a i̯ . r a . s e r,1
আবির্ভাব,a . b i r b . bʰ a b,1
মহামারির,m ɔ . h a . m a . r i r,1
আজও,a ɟ . o,1
বিশ্ব,b i ʃ . ʃ o,1
চীনে,c i . n e,1
অনেকটা,ɔ . n e k . t a,1
স্বস্তির,ʃ o s . t̪ i r,1
নিশ্বাস,n i ʃ . ʃ a ʃ,1
ঘড়িটা,gʰ o . ɽ i . t a,1
দামটা,d̪ a m . t a,1
নাগালের,n a . g a . l e r,1
ইশ্,i ʃ,1
হাসিটা,h a . ʃ i . t a,1
তাদেরও,t̪ a . d̪ e r . o,1
পারতো,p a r . t̪ o,1
পাহাড়ে,p a . h a . ɽ e,1
কষ্টই,k ɔ ʃ . t o i̯,1
উঠার,u . tʰ a r,1
নিমিষেই,n i . m i . ʃ e i̯,1
পাহাড়ের,p a . h a . ɽ e r,1
চূড়ায়,c u . ɽ a ʲ,1
ম্যাচ,m æ c,1
সারারাত,ʃ a . r a . r a t̪,1
জেগে,ɟ e . g e,1
সার্থক,ʃ a r . t̪ʰ o k,1
দুর্দান্তই,d̪ u r . d̪ a n . t̪ o i̯,1
ফিনিশার,pʰ i . n i . ʃ a r,1
ধোনি,d̪ʰ o . n i,1
চাপের,c a . p e r,1
জিতে,ɟ i . t̪ e,1
ঘোরে,gʰ o . r e,1
কীসের,k i . ʃ e r,1
বিভৎস,b i . bʰ ɔ t̪ . ʃ o,1
অবয়ব,ɔ . b ɔ ʲ . ɔ b,1
তড়িঘড়ি,t̪ o . ɽ i . gʰ o . ɽ i,1
চশমাটা,c ɔ ʃ . m a . t a,1
জ্বালালাম,ɟ a . l a . l a m,1
হাড়,h a ɽ,1
হিম,h i m,1
শব্দে,ʃ ɔ b . d̪ e,1
ডাকছে,d a k . cʰ e,1
ডাকবে,d a k . b e,1
মোড়,m o ɽ,1
নিখুঁত,n i . kʰ ũ t̪,1
হতাশাজনক,h ɔ . t̪ a . ʃ a . ɟ ɔ . n o k,1
পারফরম্যান্সের,p a r . pʰ ɔ r . m æ n . s e r,1
অনিশ্চিত,ɔ . n i ʃ . c i t̪,1
কীভাবেই,k i . bʰ a . b e i̯,1
দাঁড়ালেন,d̪ ã . ɽ a . l e n,1
এইখানের,e i̯ . kʰ a . n e r,1
জিনিসেই,ɟ i . n i . ʃ e i̯,1
পাতার,p a . t̪ a r,1
মূল্য,m u l . l o,1
নির্ধারণ,n i r . d̪ʰ a . r o n,1
ন্যূনতম,n u . n o . t̪ ɔ . m o,1
সততা,ʃ ɔ . t̪ o . t̪ a,1
প্রতিষ্ঠান,p r o . t̪ i ʃ . tʰ a n,1
দম্পতিকে,d̪ ɔ m . p o . t̪ i . k e,1
দেখভাল,d̪ e kʰ . bʰ a l,1
সামলে,ʃ a m . l e,1
সেটাই,ʃ e . t a i̯,1
পাচ্ছি,p a c . cʰ i,1
এক্সপ্রেস,æ k s . p r e s,1
ফাস্ট,pʰ a s t,1
বোলার,b o . l a r,1
বিশ্বকাপের,b i ʃ . ʃ o . k a . p e r,1
আসরে,a . ʃ o . r e,1
ম্যাচেও,m æ . c e o̯,1
পারফরম্যান্স,p a r . pʰ ɔ r . m æ n s,1
উনার,u . n a r,1
দামি,d̪ a . m i,1
বটেই,b ɔ . t e i̯,1
লাখ,l a kʰ,1
দামের,d̪ a . m e r,1
ব্র্যান্ডের,b r æ n . d e r,1
হাতঘড়ি,h a t̪ . gʰ o . ɽ i,1
টিমে,t i . m e,1
খেলোয়াড়ের,kʰ æ . l o . ʷ a . ɽ e r,1
উপস্থিতি,u . p o s . t̪ʰ i . t̪ i,1
মাঝখানে,m a ɟʰ . kʰ a . n e,1
পড়ারও,p ɔ . ɽ a r . o,1
আশংকা,a . ʃ ɔ ŋ . k a,1
লড়াইয়ের,l ɔ . ɽ a i̯ . ʲ e r,1
মঞ্চে,m ɔ n . c e,1
গল্পের,g ɔ l . p e r,1
রোমাঞ্চকর,r o . m a n . c o . k ɔ r,1
সাদামাঠা,ʃ a . d̪ a . m a . tʰ a,1
জীবনও,ɟ i . b ɔ n . o,1
গল্পগুলোর,g ɔ l . p o . g u . l o r,1
শেষও,ʃ e ʃ . o,1
অবিরামভাবে,ɔ . b i . r a m . bʰ a . b e,1
নিঃশব্দে,n i ʃ . ʃ ɔ b . d̪ e,1
চলতে,c o l . t̪ e,1
প্রবাহে,p r o . b a . h e,1
চাকায়,c a . k a ʲ,1
থকে,t̪ʰ ɔ . k e,1
ব্যালকুনিতে,b æ l . k u . n i . t̪ e,1
কাগজে,k a . g o . ɟ e,1
বুলাচ্ছিলাম,b u . l a c . cʰ i . l a m,1
এরই,e r . i,1
মোবাইল,m o . b a i̯ l,1
বেজে,b e . ɟ e,1
অসীমের,ɔ . ʃ i . m e r,1
হ্যালো,h æ . l o,1
ভরা,bʰ ɔ . r a,1
রেডি,r e . d i,1
“এত,æ . t̪ o,1
বেড়োলে,b æ . ɽ o . l e,1
”,n a n,1
ঝাঁঝালো,ɟʰ ã . ɟʰ a . l o,1
পেপারের,p e . p a . r e r,1
রিপোর্টাররা,r i . p o r . t a r . r a,1
বসের,b ɔ . s e r,1
কাগজের,k a . g o . ɟ e r,1
অগত্যা,ɔ . g o t̪ . t̪ a,1
যেতেই,ɟ e . t̪ e i̯,1
তথ্য,t̪ o t̪ . t̪ʰ o,1
সংগ্রহ,ʃ ɔ ŋ . g r o . h o,1
প্রত্যক্ষদর্শীসহ,p r o t̪ . t̪ o k . kʰ o . d̪ o r . ʃ i . ʃ ɔ . h o,1
সাক্ষাৎকার,ʃ a k . kʰ a t̪ . k a r,1
লাইভ,l a i̯ bʰ,1
টেলিকাস্ট,t e . l i . k a s t,1
ক্লান্ত,k l a n . t̪ o,1
আলটিমেটাম,a l . t i . m e . t a m,1
ইনফরমেশন,i n . pʰ ɔ r . m e . ʃ o n,1
একত্রিত,æ . k o t̪ . r i . t̪ o,1
মেইল,m e i̯ l,1
বলাই,b ɔ . l a i̯,1
ইতিমধ্যে,i . t̪ i . m o d̪ . d̪ʰ e,1
মেইলে,m e i̯ . l e,1
ব্যাক,b æ k,1
ভাবছি,bʰ a b . cʰ i,1
তিনদিন,t̪ i n . d̪ i n,1
বেড়াতে,b æ . ɽ a . t̪ e,1
অস্বস্তিতে,ɔ ʃ . ʃ o s . t̪ i . t̪ e,1
ফাঁকা,pʰ ã . k a,1
শুনসান,ʃ u n . ʃ a n,1
জানালা,ɟ a . n a . l a,1
শিবু,ʃ i . b u,1
আবছা,a b . cʰ a,1
আলোয়,a . l o ʲ,1
সুইচড,s u i̯ c d,1
অফ,ɔ pʰ,1
উফ্,u pʰ,1
তাড়াহুড়োতে,t̪ a . ɽ a . h u . ɽ o . t̪ e,1
ফোনে,pʰ o . n e,1
চার্জ,c a r ɟ,1
ঢুকেই,dʰ u . k e i̯,1
পেল,p e . l o,1
মোড়া,m o . ɽ a,1
চাদরটা,c a . d̪ o r . t a,1
সরিয়ে,ʃ o . r i . ʲ e,1
করছ,k o r . cʰ o,1
অলসের,ɔ . l o . ʃ e r,1
হুকুম,h u . k u m,1
জারি,ɟ a . r i,1
করাটাও,k ɔ . r a . t a o̯,1
বড়ো,b ɔ . ɽ o,1
বটে,b ɔ . t e,1
চুরি,c u . r i,1
খুনের,kʰ u . n e r,1
মামলা,m a m . l a,1
তাকেই,t̪ a . k e i̯,1
আরামেই,a . r a . m e i̯,1
ঘটল,gʰ o t . l o,1
করছি,k o r . cʰ i,1
কোভিডের,k o . bʰ i . d e r,1
ছড়াছড়ি,cʰ ɔ . ɽ a . cʰ o . ɽ i,1
আতঙ্ক,a . t̪ ɔ ŋ . k o,1
আপনজন,a . p o n . ɟ ɔ n,1
কানে,k a . n e,1
তোলে,t̪ o . l e,1
নীতিবাক্যে,n i . t̪ i . b a k . k e,1
বয়েই,b o . ʲ e i̯,1
ওষুধ,o . ʃ u d̪ʰ,1
ক্ষতি,kʰ o . t̪ i,1
সর্দি,ʃ o r . d̪ i,1
কাশি,k a . ʃ i,1
ক্লাবটিতে,k l a b . t i . t̪ e,1
খেলোয়াড়,kʰ æ . l o . ʷ a ɽ,1
সংযোজন,ʃ ɔ ŋ . ɟ o . ɟ o n,1
ছাড়াও,cʰ a . ɽ a . o,1
পরিবর্তনের,p o . r i . b ɔ r . t̪ o . n e r,1
ভাবছে,bʰ a b . cʰ e,1
ক্লাবটির,k l a b . t i r,1
শিরোপা,ʃ i . r o . p a,1
খরা,kʰ ɔ . r a,1
কাটে,k a . t e,1
আগামী,a . g a . m i,1
দিনে,d̪ i . n e,1
খেলেছে,kʰ e . l e . cʰ e,1
নিশ্চয়ই,n i ʃ . c o i̯ . i,1
তোদের,t̪ o . d̪ e r,1
বাসার,b a . ʃ a r,1
