tri_gram,freq,example
ঁচি,2,"['বাঁচিয়ে', 'পঁচিশখানা']"
পচয়,1,['অপচয়']
ঁচত,1,['বাঁচতে']
েচন,1,['বিবেচনা']
উচ্চশ,1,['উচ্চশিক্ষিত']
ূচক,1,['সম্মতিসূচক']
ইচট,1,['সুইচটা']
িচর্ম,1,['অস্থিচর্মসার']
সচে,1,['সচেতন']
েচল্ল,1,['ছেচল্লিশ']
োচন,2,"['ঋণমোচনের', 'আলোচনাও']"
ইচড,1,['সুইচড']
েচে,1,['বেচে']
ইচ্ছে,1,['ইচ্ছে']
আচ্ছন্ন,2,"['আচ্ছন্ন', 'আচ্ছন্নতা']"
উচ্ছন্ন,1,['উচ্ছন্নে']
াচড়,1,['ঘ্যাচড়া']
ুচ্ছ্রি,1,['সমুচ্ছ্রিত']
নচ্যু,1,['স্থানচ্যুতি']
ৈচি,1,['বৈচিত্র্যে']
আচর,1,['আচরণই']
ঐচ্ছি,1,['ঐচ্ছিক']
ৈচৈ,1,['হৈচৈ']
রচন,1,"['ঈশ্বরচন্দ্র', 'রচনা']"
রচন্দ্র,1,['ঈশ্বরচন্দ্র']
সচক,1,['সচকিত']
াচ্ঞা,1,['যাচ্ঞা']
আছে,3,"['আছে', 'আছেন', 'আছেই']"
িছু,13,"['কোনোকিছুকে', 'কিছুদূর', 'কিছুরই']"
াছে,5,"['কাছে', 'কাছেও', 'মাছের']"
েছে,41,"['ধরেছে', 'চেয়েছে', 'রেখেছে']"
লছি,2,"['খেলছিস', 'বলছি']"
পছন্দ,1,['পছন্দ']
বছর,2,"['বছর', 'প্রতিবছর']"
গছে,1,['লাগছে']
ুছি,1,['গুছিয়ে']
িছা,3,"['বিছানা', 'বিছানার', 'বিছানায়']"
ঁছা,4,"['পৌঁছানোর', 'পৌঁছায়', 'পৌঁছাতেই']"
েছি,38,"['বলেছিলেন', 'চেয়েছিল', 'দেখেছিল']"
লছে,2,"['বলছেন', 'চলছে']"
িছন,1,['পিছনে']
ঁছে,1,['পৌঁছে']
রছি,6,"['মরছি', 'ফিরছিলাম', 'পারছিলাম']"
রছে,5,"['পারছেন', 'ঝরছে', 'করছেন']"
আছি,1,['আছি']
আছা,1,['আছাড়']
ইছে,2,"['বইছে', 'চাইছে']"
ুছে,1,['মুছে']
এছা,1,['এছাড়া']
াছা,3,"['কাছাকাছি', 'তাছাড়া', 'মুক্তাগাছার']"
াছি,1,['কাছাকাছি']
নছি,2,"['শুনছিলাম', 'শুনছি']"
সছি,1,['আসছি']
েছো,2,"['নিয়েছো', 'করেছো']"
সছে,1,['হাসছেন']
াছগ,1,['গাছগুলোর']
িছল,1,['পিছলে']
ড়ছে,3,"['পড়ছেন', 'পড়ছে', 'বাড়ছে']"
াছই,1,['মাছই']
োছা,1,['গোছাতে']
খছি,2,"['দেখছিস', 'দেখছি']"
বছি,2,"['ভাবছিলাম', 'ভাবছি']"
গছি,1,['লাগছিল']
রছো,1,['করছো']
ঠছে,1,['উঠছে']
মছা,1,['গামছা']
নছে,1,['বুনছেন']
আছো,1,['আছো']
াছভ,1,['গাছভরা']
াছো,1,['নাছোড়বান্দা']
লছো,1,['বলছো']
কছে,1,['ডাকছে']
বছা,1,['আবছা']
াছড়,1,['ছড়াছড়ি']
বছে,1,['ভাবছে']
ঠছি,1,['উঠছি']
মছে,1,['কমছে']
াছট,1,['গাছটি']
িজে,8,"['নিজের', 'ভিজে', 'ভিজেন']"
াজা,9,"['বাজাও', 'বাজারের', 'বাজারে']"
আজক,2,"['আজকে', 'আজকাল']"
কজন,2,"['একজন', 'কয়েকজন']"
েজা,3,"['মেজাজ', 'ভেজা', 'রেজাল্ট']"
রজা,5,"['দরজায়', 'দরজার', 'দরজা']"
মজা,2,"['মজা', 'মজার']"
িজ্ঞে,1,['জিজ্ঞেস']
বজা,1,['বজায়']
েজি,2,"['ইংরেজিতে', 'কেজি']"
মজব,1,['মজবুত']
বজি,2,"['সবজিসহ', 'সবজি']"
অজা,2,"['অজানা', 'অজান্তেই']"
াজে,8,"['বাজেট', 'বাজে', 'কাজে']"
ঁজে,2,"['খুঁজে', 'খোঁজে']"
ুজন,2,"['দুজনেই', 'দুজন']"
েজন্য,1,['সেজন্য']
এজন্য,1,['এজন্য']
োজন,5,"['প্রয়োজনের', 'আয়োজন', 'প্রয়োজন']"
াজন,4,"['হতাশাজনক', 'মহাজনের', 'অভাজন']"
মজু,2,"['মজুদ', 'মজুদও']"
অজু,1,['অজুহাত']
েজন,1,"['উত্তেজনা', 'সেজন্য']"
িজ্ঞত,3,"['অভিজ্ঞতাও', 'অভিজ্ঞতাকে', 'অভিজ্ঞতা']"
াজট,1,['কাজটা']
আজই,1,['আজই']
াজ্যে,1,['রাজ্যে']
অজ্ঞা,1,['অজ্ঞাত']
বজ্ঞা,1,['অবজ্ঞাত']
োজে,1,['মহাভোজের']
েজে,3,"['গেজেটের', 'বেজে', 'ম্যাসেজের']"
োজা,1,['সোজা']
হজে,1,['সহজে']
িজত,1,['ভিজতে']
াজখ,1,['বাজখাঁই']
িজি,1,['ভিজিয়ে']
হজম,1,['হজম']
নজর,3,"['নজরকাড়া', 'কুনজর', 'নজরে']"
িজা,1,['কলিজার']
নজি,3,"['এনজিওগুলো', 'এনজিও', 'এনজিওগুলোও']"
াজি,7,"['বয়ানবাজি', 'রাজি', 'বাজি']"
াজই,3,"['কাজই', 'আওয়াজই', 'কৃষিকাজই']"
লজ্বল,1,['জ্বলজ্বল']
াজগ,1,['কাজগুলো']
আজী,1,['আজীবনকাল']
ূজা,1,['পূজার']
আজা,1,['আজাদ']
ইজে,1,['পেইজে']
ওজন,1,['ওজনে']
পজে,1,['উপজেলা']
কজম,1,['জাঁকজমক']
ঁজত,1,['খুঁজতে']
ফজর,1,['ফজরের']
ইজন,1,['দুইজন']
আজও,1,['আজও']
গজে,2,"['কাগজের', 'কাগজে']"
নজন,1,['আপনজন']
গজট,1,['কাগজটা']
িজ্ঞা,4,"['বিজ্ঞানের', 'বিজ্ঞানে', 'অভিজ্ঞা']"
িজো,1,['ভিজো']
বজ্রপ,1,['বজ্রপাতের']
ঁজদ,1,['গ্যাঁজদাঁতে']
উজ্জী,1,['উজ্জীবন']
িজব,1,['তাবিজবাবা']
উজ্জ্বল,2,"['উজ্জ্বলতা', 'উজ্জ্বলতম']"
রজগ,1,['সৌরজগত']
রজত,1,['রজত']
ুজ্ঝট,1,['কুজ্ঝটিকা']
িজয়,2,"['দিগ্বিজয়', 'বিজয়']"
অজী,1,['অজীর্ণ']
শজা,1,['নৈশজাপনই']
অজন্ম,1,['অজন্মা']
াজ্ঞব,1,['যাজ্ঞবল্ক্য']
াঝে,2,"['মাঝেই', 'মাঝে']"
োঝা,5,"['বোঝালো', 'বোঝার', 'বোঝাতে']"
ুঝল,5,"['বুঝলাম', 'বুঝলেন', 'বুঝলি']"
ুঝে,3,"['বুঝেছি', 'বুঝেছে', 'বুঝে']"
ুঝি,2,"['বুঝি', 'বুঝিনি']"
ুঝত,1,['বুঝতে']
ুঝব,1,['বুঝবে']
িঝড়,1,['ঘূর্ণিঝড়ের']
াঝব,1,['মাঝবরাবর']
াঝখ,1,['মাঝখানে']
ঁঝা,1,['ঝাঁঝালো']
পঞ্চা,2,"['ঊনপঞ্চাশে', 'পঞ্চাশ']"
েঞ্জা,2,"['ম্যাসেঞ্জার', 'ম্যাসেঞ্জারে']"
অঞ্চল,2,"['অঞ্চল', 'অঞ্চলের']"
াঞ্চল,1,['গ্রামাঞ্চলে']
াঞ্জা,2,"['পাঞ্জাবির', 'পাঞ্জাবিটা']"
বঞ্চি,2,"['সুবিধাবঞ্চিত', 'বঞ্চিত']"
ইঞ্জি,1,['ইঞ্জিনিয়ারিং']
পঞ্চম,1,['পঞ্চমুখ']
মঞ্চে,1,['মঞ্চে']
াঞ্চক,1,['রোমাঞ্চকর']
বঞ্চন,1,['বঞ্চনা']
সঞ্চা,1,['সঞ্চার']
াঞ্ছন,1,['বাঞ্ছনীয়']
াঞ্ছা,1,['মনোবাঞ্ছা']
ঝঞ্ঝন,1,['ঝঞ্ঝনা']
কটা,9,"['কয়েকটা', 'আরেকটা', 'লোকটাকে']"
কটু,2,"['একটু', 'আরেকটু']"
কটি,2,"['প্র্যাকটিস', 'একটি']"
েটা,10,"['ক্রিকেটার', 'মেয়েটার', 'যেটা']"
এটা,3,"['এটাই', 'এটা', 'এটার']"
নটা,7,"['বেতনটা', 'মনটা', 'ফোনটা']"
েটে,9,"['কেটে', 'গেটে', 'গেজেটের']"
োটি,3,"['প্রোটিনের', 'কোটি', 'নোটিফিকেশন']"
ঁটত,1,['হাঁটতে']
িটে,5,"['কর্কশিটের', 'স্প্রেডশিটে', 'মিটে']"
াটা,27,"['কাটান', 'কথাটা', 'যাওয়াটা']"
তটা,3,"['হাতটা', 'কতটা', 'এতটাই']"
িটা,14,"['ছিটায়', 'ঘড়িটা', 'হাসিটা']"
ুটো,1,['দুটো']
ঘটন,1,"['ঘটনা', 'দুর্ঘটনার']"
রটা,12,"['চাদরটা', 'নাম্বারটা', 'অক্ষরটা']"
ুটি,7,"['রুটি', 'রুটিগুলো', 'শিশুটিকে']"
আটক,2,"['আটকাতে', 'আটকে']"
াটত,2,"['ঘাটতি', 'কাটতে']"
িটি,3,"['সিটি', 'স্টুপিডিটি', 'প্রতিটি']"
াটি,6,"['মাটির', 'বোমাটি', 'ভাড়াটিয়া']"
ণটা,1,['কারণটা']
োটর,1,['মোটর']
োটো,1,['ছোটো']
সটা,1,['ইনিংসটাই']
মটা,2,"['রুমটা', 'দামটা']"
জটা,2,"['কাগজটা', 'কাজটা']"
নটি,1,['অনুষ্ঠানটি']
উটা,1,['কম্পিউটার']
লটা,1,['মোবাইলটা']
শটা,3,"['উপদেশটা', 'পায়েশটা', 'দেশটা']"
োটা,6,"['বারোটা', 'মোটা', 'দোটানায়']"
পটি,1,['ঘাপটি']
বটু,1,['সবটুকু']
এটু,1,['এটুকু']
ষটা,1,['মানুষটাই']
জটি,1,['জটিল']
িটম,1,['মিটমিট']
বটব,1,['বটবৃক্ষ']
তটু,1,['কতটুকু']
ঁটে,2,"['ঠোঁটে', 'হেঁটে']"
য়টা,4,"['নয়টায়', 'বিষয়টা', 'সময়টাও']"
াটপ,2,"['বিশ্ববাটপার', 'বাটপারে']"
ঁটা,1,['হাঁটা']
নটন,1,['অনটনের']
াটব,1,['কাটবে']
োটে,3,"['হোটেলে', 'জোটে', 'ফোটে']"
চটা,3,"['পাঁচটায়', 'পাঁচটা', 'সুইচটা']"
কটক,1,['টিকটক']
ঘটব,1,['ঘটবে']
াটে,2,"['কাটে', 'ফ্ল্যাটে']"
ঁটি,2,"['খাঁটি', 'ঘাঁটি']"
ঘটা,2,"['ঘটাবেন', 'ঘটানোর']"
ইটা,1,['দুইটা']
াটু,2,"['কাটুন', 'কাটুক']"
োটক,1,['বোটকা']
ুটল,1,['ফুটল']
পটা,1,['ঝাপটায়']
াটল,1,['কাটল']
য়টু,1,['সময়টুকু']
রটি,1,"['আবেদনপত্রটি', 'ওভারটি']"
খটা,1,['হাসিমুখটা']
বটে,2,"['বটে', 'বটেই']"
লটি,1,['আলটিমেটাম']
ঘটল,1,['ঘটল']
বটি,2,"['ক্লাবটিতে', 'ক্লাবটির']"
িটব,1,['মিটবে']
ুটব,1,['ফুটবল']
হট্টগ,1,['হট্টগোল']
োটন,2,"['প্রোটন', 'স্ফোটন']"
উট্রন,1,['নিউট্রনের']
খট্বা,1,['খট্বা']
ুট্মল,1,['কুট্মল']
েটি,1,['ডায়াবেটিস']
াটন,1,['উদ্ঘাটন']
ছটি,1,['গাছটি']
কট্যধ্ব,1,['নৈকট্যধ্বনির']
য়টি,1,['ছয়টি']
াট্টা,1,['ঠাট্টা']
উঠে,2,"['উঠেছে', 'উঠে']"
হঠা,1,['হঠাৎ']
উঠল,3,"['উঠলো', 'উঠলাম', 'উঠল']"
উঠত,1,['উঠতে']
ওঠে,1,['ওঠে']
াঠে,3,"['মাঠে', 'মাঠের', 'কাঠের']"
কঠি,1,['কঠিন']
াঠি,1,['পাঠিয়েছেন']
কঠো,1,['কঠোর']
উঠো,1,['উঠোনে']
ুঠো,2,"['দুমুঠো', 'মুঠোর']"
াঠা,3,"['সাদামাঠা', 'পাঠাতে', 'পাঠাবেন']"
উঠব,2,"['উঠবেন', 'উঠব']"
িঠি,2,"['চিঠি', 'চিঠিটাও']"
ওঠা,2,"['ওঠা', 'ওঠার']"
উঠছ,2,"['উঠছে', 'উঠছি']"
োঠর,1,['কোঠরে']
উঠা,2,"['উঠার', 'উঠানো']"
উঠু,1,['উঠুন']
গঠন,3,"['সংগঠনের', 'গঠন', 'বাক্যগঠন']"
গঠি,1,['গঠিত']
মঠে,1,['রামঠেলায়']
িডি,3,"['মিডিয়ায়', 'মিডিয়া', 'স্টুপিডিটি']"
াডা,2,"['ডাকাডাকিতে', 'ক্যাডারশিপ']"
পডে,1,['আপডেট']
িডে,2,"['কোভিডের', 'এক্সিডেন্ট']"
িডর,1,['সিডরের']
েডি,2,"['রেডি', 'মেডিকেলের']"
ুডে,1,['স্টুডেন্টদের']
েডো,1,['টর্নেডোর']
কডা,1,['লকডাউন']
